STATE_CODE,SHRP_ID,CONSTRUCTION_NO,YEAR_VISITED,VISIT_DATE,MRI,Initial_IRI,PRECIPITATION,TEMP_MEAN_AVG,FREEZE_INDEX,FREEZE_THAW,REL_HUM_AVG_AVG,AADTT,AGE,H_AC,Eng_Fab,Treated_Base,Treated_Subbase,H_TOT,Added_Thickness
1,0163,1,1999,1999-09-28,0.8428999960422516,0.8216000080108643,1145.22,18.5,6.0,35.0,71,5598,8,106.7,True,True,False,523.2,0.0
1,0163,1,2001,2001-03-14,0.8541999995708466,0.8216000080108643,1167.22,17.899999618530273,3.0,33.0,74,7422,10,106.7,True,True,False,523.2,0.0
1,0163,1,2002,2002-03-10,0.8371999979019165,0.8216000080108643,1117.79,18.399999618530277,3.0,46.0,74,8375,11,106.7,True,True,False,523.2,0.0
1,0163,1,2003,2003-01-29,0.8833999931812286,0.8216000080108643,1593.82,17.5,6.0,50.0,79,9357,12,106.7,True,True,False,523.2,0.0
1,0163,1,2004,2004-04-27,0.8760999977588654,0.8216000080108643,1378.56,18.100000381469727,2.0,39.0,75,10368,13,106.7,True,True,False,523.2,0.0
1,0163,1,2005,2005-05-04,0.8917000114917755,0.8216000080108643,1847.56,17.799999237060547,2.0,38.0,77,11410,14,106.7,True,True,False,523.2,0.0
1,0502,1,1991,1991-07-08,1.0360000014305115,1.0360000014305115,1523.57,18.799999237060547,0.0,20.0,82,5434,15,88.89999999999999,False,False,False,505.5,0.0
1,0502,2,1992,1992-04-01,0.7744999974966049,0.7744999974966049,1439.14,18.100000381469727,0.0,17.0,82,5849,16,137.2,False,False,False,553.8000000000001,48.3
1,0502,2,1994,1994-08-10,0.8539999961853026,0.7744999974966049,1675.69,18.399999618530277,1.0,24.0,84,6517,18,137.2,False,False,False,553.8000000000001,48.3
1,0502,2,1996,1996-04-11,0.819299989938736,0.7744999974966049,1393.61,18.0,15.0,37.0,80,7437,20,137.2,False,False,False,553.8000000000001,48.3
1,0502,2,1999,1999-09-29,0.814300000667572,0.7744999974966049,912.17,19.5,4.0,23.0,75,8923,23,137.2,False,False,False,553.8000000000001,48.3
1,0502,2,2001,2001-03-13,0.8376999974250794,0.7744999974966049,1061.33,19.200000762939453,1.0,21.0,75,9937,25,137.2,False,False,False,553.8000000000001,48.3
1,0502,2,2002,2002-03-08,0.8421999990940094,0.7744999974966049,1282.49,19.600000381469727,0.0,25.0,76,10460,26,137.2,False,False,False,553.8000000000001,48.3
1,0502,2,2003,2003-01-29,0.8876999974250794,0.7744999974966049,1449.87,18.399999618530277,2.0,40.0,82,10993,27,137.2,False,False,False,553.8000000000001,48.3
1,0502,2,2004,2004-04-23,0.954500013589859,0.7744999974966049,1167.64,19.100000381469727,0.0,23.0,78,11536,28,137.2,False,False,False,553.8000000000001,48.3
1,0502,2,2005,2005-05-05,1.010500007867813,0.7744999974966049,1690.03,19.0,0.0,17.0,79,12090,29,137.2,False,False,False,553.8000000000001,48.3
1,0502,2,2006,2006-08-03,1.0141000032424925,0.7744999974966049,588.59,20.100000381469727,0.0,17.0,71,12654,30,137.2,False,False,False,553.8000000000001,48.3
1,0502,2,2008,2008-09-28,1.109599995613098,0.7744999974966049,1317.44,18.700000762939453,2.0,33.0,78,13814,32,137.2,False,False,False,553.8000000000001,48.3
1,0502,2,2009,2009-03-30,1.0688999950885774,0.7744999974966049,1569.84,18.5,1.0,28.0,83,14409,33,137.2,False,False,False,553.8000000000001,48.3
1,0502,2,2013,2013-10-30,1.223199999332428,0.7744999974966049,1526.63,18.799999237060547,0.0,21.0,81,16895,37,137.2,False,False,False,553.8000000000001,48.3
1,0502,2,2014,2014-10-12,1.3601000189781187,0.7744999974966049,1582.78,18.399999618530277,9.0,26.0,80,17542,38,137.2,False,False,False,553.8000000000001,48.3
1,0502,2,2015,2015-10-21,1.2776999950408936,0.7744999974966049,1287.36,20.100000381469727,3.0,20.0,80,18200,39,137.2,False,False,False,553.8000000000001,48.3
1,0502,2,2017,2017-03-16,1.289299988746643,0.7744999974966049,965.71,19.899999618530277,2.0,11.0,79,19547,41,137.2,False,False,False,553.8000000000001,48.3
1,0503,1,1991,1991-07-09,0.990499985218048,0.990499985218048,1523.57,18.799999237060547,0.0,20.0,82,5434,15,83.8,False,False,False,500.4,0.0
1,0503,2,1992,1992-04-02,0.8260000050067902,0.8260000050067902,1439.14,18.100000381469727,0.0,17.0,82,5849,16,208.2,False,False,False,624.8,124.4
1,0503,2,1994,1994-08-10,0.8680000007152557,0.8260000050067902,1675.69,18.399999618530277,1.0,24.0,84,6517,18,208.2,False,False,False,624.8,124.4
1,0503,2,1996,1996-04-11,0.8643000066280365,0.8260000050067902,1393.61,18.0,15.0,37.0,80,7437,20,208.2,False,False,False,624.8,124.4
1,0503,2,1999,1999-09-29,0.8137000024318695,0.8260000050067902,912.17,19.5,4.0,23.0,75,8923,23,208.2,False,False,False,624.8,124.4
1,0503,2,2001,2001-03-13,0.7814999938011169,0.8260000050067902,1061.33,19.200000762939453,1.0,21.0,75,9937,25,208.2,False,False,False,624.8,124.4
1,0503,2,2002,2002-03-08,0.94760000705719,0.8260000050067902,1282.49,19.600000381469727,0.0,25.0,76,10460,26,208.2,False,False,False,624.8,124.4
